Level of description,Identifier,Title,Date,Description,Location,Format,Rights,Contributor,Collection identifier,Collection title,Published online?,MulMultiMediaRefLocal_1,URL
Item,1979.0162.02894,The Commonwealth Golf Club,1953,"Black and white photograph.  
Previous group titled: Commercial Travellers Association. Australia Today. Cities, ports, recreation. 1932- 1955.
Stamp  reads: Australia Today.
Previous Control Number: BWP 29,060",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92173,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02894
Item,1979.0162.02895,Yarra Yarra Golf Club,1953,"Black and white photograph.  
Previous group titled: Commercial Travellers Association. Australia Today. Cities, ports, recreation. 1932- 1955.
Stamp  reads: Australia Today.
Previous Control Number: BWP 29,061",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92174,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02895
Item,1979.0162.02896,Saint Peter's Cathedral from Pennington Park Adelaide,31 August 1934,"Black and white photograph.  
Previous group titled: Commercial Travellers Association. Australia Today. Cities, ports, recreation. 1932- 1955.
Stamp on verso: South Australia,  Government photograph, supplied by publicity and tourist bureau Reference A 201
Previous Control Number: BWP 29,062",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92175,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02896
Item,1979.0162.02897,Canberra. View from Red Hill towards Duntroon.,1933,"Black and white photograph.  
Previous group titled: Commercial Travellers Association. Australia Today. Cities, ports, recreation. 1932- 1955.
Commonwealth of Australia. Cinema and photo branch. No. 4840.
Previous Control Number: BWP 29,063",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92176,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02897
Item,1979.0162.02898,"Martin's Place, Sydney NSW",c.1932-1955,"Black and white photograph.  Cars, buildings and pedestrians. Clock tower in distance  Previous group titled: Commercial Travellers Association. Australia Today. Cities, ports, recreation. 1932- 1955. Stamp on verso: This photograph may be reproduced or published free of charge on condition same is acknowledged to NSW government printer. Previous Control Number: BWP 29,064",,Photograph,This image is in copyright and can only be viewed at the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92177,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02898
Item,1979.0162.02899,City street,c.1932-1955,"Black and white photograph.  ars,  buildings and pedestrians. Previous group titled: Commercial Travellers Association. Australia Today. Cities, ports, recreation. 1932- 1955.
Stamp on verso: Australian National publicity association, Flinders Railway building, Melbourne, Australia. Not to be reproduced in Australia but by permission of the Australian National publicity association. Previous Control Number: BWP 29,065",,Photograph,This image is in copyright and can only be viewed at the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92178,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02899
Item,1979.0162.02900,"The commercial centre of Mount Gambier, virtual capital of the rich south east portion of South Australia",21 July 1954,"Black and white photograph.  Cars, buildings, people. Previous group titled: Commercial Travellers Association. Australia Today. Cities, ports, recreation. 1932- 1955. 
Stamp on verso: Department of lands South Australia Government photograph.
Previous Control Number: BWP 29,066",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92179,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02900
Item,1979.0162.02901,"Queen Street Brisbane from Edward Street intersection, QLD",July 1954,"Black and white photograph.  Cars, trams, buildings,  shops, people.
Previous group titled: Commercial Travellers Association. Australia Today. Cities, ports, recreation. 1932- 1955. Stamp on verso: Copyright photograph, produced by photographic branch, Queensland railways. Previous Control Number: BWP 29,067",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92180,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02901
Item,1979.0162.02902,London Court,1948,"Black and white photograph.  
Previous group titled: Commercial Travellers Association. Australia Today. Cities, ports, recreation. 1932- 1955.
Stamp on verso: Copyright WA Newspapers LTD, Perth WA.
Previous Control Number: BWP 29,068",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92181,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02902
Item,1979.0162.02903,"Townsville, a thriving city 831 miles north of Brisbane, is only 10 feet above the sea level.",1955,"Black and white photograph.  
Previous group titled: Commercial Travellers Association. Australia Today. Cities, ports, recreation. 1932- 1955. Ariel perspective of Townsville. 
Stamp on verso: News and information bureau, Department of the Interior, Australian Official photograph. 
Previous Control Number: BWP 29,069",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92182,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02903
Item,1979.0162.02904,"Rockhampton, a thriving city on the Fitzroy River, 396 miles north of Brisbane by rail is only 18 feet above sea level.",1955,"Black and white photograph.  Previous group titled: Commercial Travellers Association. Australia Today. Cities, ports, recreation. 1932- 1955. Stamp on verso: News and information bureau, Department of the Interior, Australian Official photograph.  Previous Control Number: BWP 29,070",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92183,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02904
Item,1979.0162.02905,"Ruthven Street, Toowoomba.",July 1954,"Black and white photograph.  
Previous group titled: Commercial Travellers Association. Australia Today. Cities, ports, recreation. 1932- 1955. Street, shops, buses, period cars, people. 
Stamp on verso: Copyright photograph, produced by photographic branch, Queensland railways.
Previous Control Number: BWP 29,071",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92184,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02905
